rid,date_of_service,location,planned_arrival_time,planned_departure_time,actual_arrival_time,actual_departure_time,late_canc_reason
202202028009614,02/02/2022,SMK,10:28,10:29,10:27,10:28,
202202028009614,02/02/2022,IPS,10:40,10:41,10:39,10:43,
202202028009614,02/02/2022,MNG,10:50,10:51,10:53,10:54,
202202028009614,02/02/2022,COL,11:00,11:01,11:00,11:00,
202202028009614,02/02/2022,CHM,11:18,11:18,11:17,11:18,
202202028009614,02/02/2022,SRA,11:45,,11:44,,
202202028009614,02/02/2022,LST,11:54,,11:52,,
202202028009624,02/02/2022,NRW,,11:00,,11:00,
202202028009624,02/02/2022,DIS,11:17,11:17,11:16,11:17,
202202028009624,02/02/2022,SMK,11:28,11:29,11:29,11:29,
202202028009624,02/02/2022,IPS,11:41,11:42,11:39,11:41,
202202028009624,02/02/2022,MNG,11:50,11:51,11:51,11:52,
202202028009624,02/02/2022,COL,12:00,12:01,12:00,12:00,
202202028009624,02/02/2022,CHM,12:18,12:18,12:17,12:18,
202202028009624,02/02/2022,SRA,12:45,,12:44,,
202202028009624,02/02/2022,LST,12:54,,12:53,,
202202028009634,02/02/2022,NRW,,12:00,,11:59,579
202202028009634,02/02/2022,DIS,12:16,12:17,12:15,12:17,579
202202028009634,02/02/2022,SMK,12:28,12:29,12:27,12:34,579
202202028009634,02/02/2022,IPS,12:41,12:42,12:48,12:49,579
202202028009634,02/02/2022,MNG,12:50,12:51,12:58,12:59,579
202202028009634,02/02/2022,COL,13:00,13:01,13:06,13:05,579
202202028009634,02/02/2022,CHM,13:18,13:19,13:21,13:22,579
202202028009634,02/02/2022,SRA,13:45,,13:54,,579
202202028009634,02/02/2022,LST,13:54,,14:01,,579
202202028009644,02/02/2022,NRW,,13:00,,12:59,
202202028009644,02/02/2022,DIS,13:16,13:17,13:15,13:17,
202202028009644,02/02/2022,SMK,13:28,13:29,13:27,13:28,
202202028009644,02/02/2022,IPS,13:40,13:41,13:38,13:40,
202202028009644,02/02/2022,MNG,13:49,13:50,13:49,13:50,
202202028009644,02/02/2022,COL,14:00,14:01,13:57,14:00,
202202028009644,02/02/2022,CHM,14:18,14:19,14:15,14:18,
202202028009644,02/02/2022,SRA,14:45,,14:45,,
202202028009644,02/02/2022,LST,14:54,,14:52,,
202202028009654,02/02/2022,NRW,,14:01,,14:00,
202202028009654,02/02/2022,DIS,14:17,14:18,14:17,14:18,
202202028009654,02/02/2022,SMK,14:29,14:30,14:28,14:29,
202202028009654,02/02/2022,IPS,14:41,14:42,14:39,14:41,
202202028009654,02/02/2022,MNG,14:50,14:51,14:51,14:52,
202202028009654,02/02/2022,COL,15:01,15:02,14:58,15:01,
202202028009654,02/02/2022,CHM,15:19,15:19,15:17,15:18,
202202028009654,02/02/2022,SRA,15:45,,15:46,,
202202028009654,02/02/2022,LST,15:54,,15:54,,
202202028009663,02/02/2022,NRW,,15:00,,14:59,
202202028009663,02/02/2022,DIS,15:16,15:17,15:16,15:17,
202202028009663,02/02/2022,SMK,15:28,15:29,15:28,15:28,
202202028009663,02/02/2022,IPS,15:41,15:43,15:38,15:42,
202202028009663,02/02/2022,MNG,15:52,15:53,15:52,15:53,
202202028009663,02/02/2022,COL,16:02,16:03,16:00,16:02,
202202028009663,02/02/2022,CHM,16:20,16:21,16:18,16:21,
202202028009663,02/02/2022,SRA,16:45,,16:44,,
202202028009663,02/02/2022,LST,16:54,,16:52,,
202202028009672,02/02/2022,NRW,,16:00,,16:00,
202202028009672,02/02/2022,DIS,16:16,16:17,16:16,16:17,
202202028009672,02/02/2022,SMK,16:28,16:29,16:27,16:28,
202202028009672,02/02/2022,IPS,16:40,16:42,16:39,16:41,
202202028009672,02/02/2022,MNG,16:51,16:52,16:51,16:52,
202202028009672,02/02/2022,COL,17:02,17:04,16:59,17:03,
202202028009672,02/02/2022,CHM,17:21,17:21,17:19,17:21,
202202028009672,02/02/2022,SRA,17:45,,17:45,,
202202028009672,02/02/2022,LST,17:54,,17:53,,
202202028009682,02/02/2022,NRW,,17:03,,17:03,
202202028009682,02/02/2022,DIS,17:19,17:21,17:19,17:21,
202202028009682,02/02/2022,SMK,17:32,17:33,17:31,17:33,
202202028009682,02/02/2022,IPS,17:46,17:47,17:46,17:48,
202202028009682,02/02/2022,MNG,17:55,17:56,17:58,17:59,
202202028009682,02/02/2022,COL,18:05,18:06,18:06,18:06,
202202028009682,02/02/2022,CHM,18:23,18:23,18:22,18:24,
202202028009682,02/02/2022,SRA,18:47,,18:46,,
202202028009682,02/02/2022,LST,18:56,,18:53,,
202202028009693,02/02/2022,NRW,,18:00,,17:59,
202202028009693,02/02/2022,DIS,18:16,18:17,18:16,18:17,
202202028009693,02/02/2022,SMK,18:28,18:29,18:27,18:28,
202202028009693,02/02/2022,IPS,18:40,18:42,18:38,18:41,
202202028009693,02/02/2022,MNG,18:50,18:52,18:51,18:52,
202202028009693,02/02/2022,COL,19:01,19:03,18:58,19:02,
202202028009693,02/02/2022,CHM,19:20,19:21,19:18,19:20,
202202028009693,02/02/2022,SRA,19:45,,19:44,,
202202028009693,02/02/2022,LST,19:54,,19:52,,
202202028009703,02/02/2022,NRW,,19:00,,19:00,
202202028009703,02/02/2022,DIS,19:16,19:17,19:16,19:17,
202202028009703,02/02/2022,SMK,19:28,19:29,19:28,19:28,
202202028009703,02/02/2022,IPS,19:40,19:42,19:44,19:45,
202202028009703,02/02/2022,MNG,19:50,19:52,19:55,19:56,
202202028009703,02/02/2022,COL,20:00,20:01,20:03,20:03,
202202028009703,02/02/2022,CHM,20:20,20:20,20:19,20:20,
202202028009703,02/02/2022,SRA,20:45,,20:44,,
202202028009703,02/02/2022,LST,20:54,,20:53,,
202202028009711,02/02/2022,NRW,,20:00,,19:59,
202202028009711,02/02/2022,DIS,20:16,20:17,20:15,20:17,
202202028009711,02/02/2022,SMK,20:28,20:29,20:27,20:28,
202202028009711,02/02/2022,IPS,20:40,20:45,20:38,20:44,
202202028009711,02/02/2022,MNG,20:53,20:54,20:54,20:54,
202202028009711,02/02/2022,COL,21:02,21:03,21:01,21:02,
202202028009711,02/02/2022,CHM,21:20,21:21,21:18,21:20,
202202028009711,02/02/2022,SRA,21:45,,21:46,,
202202028009711,02/02/2022,LST,21:54,,21:53,,
202202028009721,02/02/2022,NRW,,21:02,,21:01,
202202028009721,02/02/2022,DIS,21:18,21:19,21:18,21:19,
202202028009721,02/02/2022,SMK,21:30,21:31,21:29,21:30,
202202028009721,02/02/2022,IPS,21:42,21:44,21:40,21:43,
202202028009721,02/02/2022,MNG,21:53,21:53,21:53,21:54,
202202028009721,02/02/2022,COL,22:02,22:03,22:00,22:02,
202202028009721,02/02/2022,CHM,22:20,22:21,22:18,22:21,
202202028009721,02/02/2022,SRA,22:45,,22:44,,
202202028009721,02/02/2022,LST,22:54,,22:52,,
202202028009727,02/02/2022,NRW,,22:02,,22:01,
202202028009727,02/02/2022,DIS,22:18,22:19,22:17,22:19,
202202028009727,02/02/2022,SMK,22:30,22:31,22:29,22:30,
202202028009727,02/02/2022,IPS,22:42,22:43,22:40,22:42,
202202028009727,02/02/2022,MNG,22:52,22:53,22:52,22:53,
202202028009727,02/02/2022,COL,23:01,23:03,22:59,23:02,
202202028009727,02/02/2022,WTM,23:15,23:15,23:14,23:15,
202202028009727,02/02/2022,CHM,23:24,23:25,23:23,23:25,
202202028009727,02/02/2022,SNF,23:36,23:37,23:33,23:37,
202202028009727,02/02/2022,SRA,23:53,,23:53,,
202202028009727,02/02/2022,LST,00:03,,00:01,,
202202036756367,03/02/2022,NRW,,06:04,,06:03,
202202036756367,03/02/2022,DIS,06:20,06:21,06:19,06:20,
202202036756367,03/02/2022,SMK,06:32,06:33,06:31,06:32,
202202036756367,03/02/2022,IPS,06:44,06:45,06:42,06:44,
202202036756367,03/02/2022,MNG,06:54,06:55,06:54,06:55,
202202036756367,03/02/2022,COL,07:03,07:05,07:02,07:04,
202202036756367,03/02/2022,CHM,07:22,07:23,07:20,07:22,
202202036756367,03/02/2022,SRA,07:47,,07:48,,
202202036756367,03/02/2022,LST,07:58,,07:56,,
202202038009556,03/02/2022,NRW,,05:05,,05:04,
202202038009556,03/02/2022,DIS,05:21,05:22,05:20,05:22,
202202038009556,03/02/2022,SMK,05:33,05:34,05:33,05:33,
202202038009556,03/02/2022,IPS,05:45,05:46,05:43,05:45,
202202038009556,03/02/2022,MNG,05:55,05:56,05:55,05:56,
202202038009556,03/02/2022,COL,06:04,06:06,06:02,06:05,
202202038009556,03/02/2022,CHM,06:22,06:22,06:20,06:22,
202202038009556,03/02/2022,SRA,06:46,,06:42,,
202202038009556,03/02/2022,LST,06:55,,06:53,,
202202038009580,03/02/2022,NRW,,07:07,,07:06,
202202038009580,03/02/2022,DIS,07:23,07:24,07:23,07:24,
202202038009580,03/02/2022,SMK,07:35,07:36,07:34,07:35,
202202038009580,03/02/2022,IPS,07:47,07:50,07:45,07:49,
202202038009580,03/02/2022,MNG,07:58,08:00,07:59,08:00,
202202038009580,03/02/2022,COL,08:09,08:11,08:07,08:10,
202202038009580,03/02/2022,CHM,08:28,08:29,08:26,08:29,
202202038009580,03/02/2022,SRA,08:53,,08:49,,
202202038009580,03/02/2022,LST,09:04,,08:57,,
202202038009592,03/02/2022,NRW,,08:03,,08:03,
202202038009592,03/02/2022,DIS,08:20,08:20,08:19,08:21,
202202038009592,03/02/2022,SMK,08:31,08:32,08:31,08:32,
202202038009592,03/02/2022,IPS,08:43,08:44,08:42,08:44,
202202038009592,03/02/2022,MNG,08:52,08:53,08:54,08:55,
202202038009592,03/02/2022,COL,09:02,09:03,09:02,09:02,
202202038009592,03/02/2022,CHM,09:20,09:21,09:19,09:21,
202202038009592,03/02/2022,SRA,09:47,,09:44,,
202202038009592,03/02/2022,LST,09:58,,09:52,,
202202038009604,03/02/2022,NRW,,09:04,,09:04,
202202038009604,03/02/2022,DIS,09:20,09:21,09:20,09:21,
202202038009604,03/02/2022,SMK,09:32,09:32,09:32,09:32,
202202038009604,03/02/2022,IPS,09:43,09:45,09:42,09:44,
202202038009604,03/02/2022,MNG,09:53,09:54,09:55,09:57,
202202038009604,03/02/2022,COL,10:03,10:04,10:04,10:04,
202202038009604,03/02/2022,CHM,10:21,10:22,10:21,10:23,
202202038009604,03/02/2022,SRA,10:46,,10:45,,
202202038009604,03/02/2022,LST,10:55,,10:53,,
202202038009614,03/02/2022,NRW,,10:00,,10:00,
202202038009614,03/02/2022,DIS,10:16,10:17,10:16,10:17,
202202038009614,03/02/2022,SMK,10:28,10:29,10:27,10:28,
202202038009614,03/02/2022,IPS,10:40,10:41,10:38,10:40,
202202038009614,03/02/2022,MNG,10:50,10:51,10:50,10:51,
202202038009614,03/02/2022,COL,11:00,11:01,10:58,11:00,
202202038009614,03/02/2022,CHM,11:18,11:18,11:16,11:18,
202202038009614,03/02/2022,SRA,11:45,,11:45,,
202202038009614,03/02/2022,LST,11:54,,11:52,,
202202038009624,03/02/2022,NRW,,11:00,,11:00,
202202038009624,03/02/2022,DIS,11:17,11:17,11:16,11:17,
202202038009624,03/02/2022,SMK,11:28,11:29,11:28,11:28,
202202038009624,03/02/2022,IPS,11:41,11:42,11:39,11:42,
202202038009624,03/02/2022,MNG,11:50,11:51,11:52,11:52,
202202038009624,03/02/2022,COL,12:00,12:01,11:59,12:00,
202202038009624,03/02/2022,CHM,12:18,12:18,12:16,12:18,
202202038009624,03/02/2022,SRA,12:45,,12:45,,
202202038009624,03/02/2022,LST,12:54,,12:53,,
202202038009634,03/02/2022,NRW,,12:00,,11:59,
202202038009634,03/02/2022,DIS,12:16,12:17,12:15,12:17,
202202038009634,03/02/2022,SMK,12:28,12:29,12:27,12:28,
202202038009634,03/02/2022,IPS,12:41,12:42,12:42,12:43,
202202038009634,03/02/2022,MNG,12:50,12:51,12:52,12:53,
202202038009634,03/02/2022,COL,13:00,13:01,13:00,13:00,
202202038009634,03/02/2022,CHM,13:18,13:19,13:16,13:18,
202202038009634,03/02/2022,SRA,13:45,,13:44,,
202202038009634,03/02/2022,LST,13:54,,13:52,,
202202038009644,03/02/2022,NRW,,13:00,,12:59,
202202038009644,03/02/2022,DIS,13:16,13:17,13:16,13:17,
202202038009644,03/02/2022,SMK,13:28,13:29,13:27,13:28,
202202038009644,03/02/2022,IPS,13:40,13:41,13:38,13:40,
202202038009644,03/02/2022,MNG,13:49,13:50,13:49,13:50,
202202038009644,03/02/2022,COL,14:00,14:01,13:57,13:59,
202202038009644,03/02/2022,CHM,14:18,14:19,14:15,14:18,
202202038009644,03/02/2022,SRA,14:45,,14:43,,
202202038009644,03/02/2022,LST,14:54,,14:54,,
202202038009654,03/02/2022,NRW,,14:01,,14:08,648
202202038009654,03/02/2022,DIS,14:17,14:18,14:24,14:25,648
202202038009654,03/02/2022,SMK,14:29,14:30,14:35,14:35,648
202202038009654,03/02/2022,IPS,14:41,14:42,14:45,14:46,648
202202038009654,03/02/2022,MNG,14:50,14:51,14:56,14:57,648
202202038009654,03/02/2022,COL,15:01,15:02,15:03,15:03,648
202202038009654,03/02/2022,CHM,15:19,15:19,15:19,15:20,648
202202038009654,03/02/2022,SRA,15:45,,15:44,,648
202202038009654,03/02/2022,LST,15:54,,15:52,,648
202202038009663,03/02/2022,NRW,,15:00,,14:59,894
202202038009663,03/02/2022,DIS,15:16,15:17,15:16,15:17,894
202202038009663,03/02/2022,SMK,15:28,15:29,15:28,15:28,894
202202038009663,03/02/2022,IPS,15:41,15:43,15:41,15:42,894
202202038009663,03/02/2022,MNG,15:52,15:53,16:00,16:01,894
202202038009663,03/02/2022,COL,16:02,16:03,16:08,16:08,894
202202038009663,03/02/2022,CHM,16:20,16:21,16:24,16:25,894
202202038009663,03/02/2022,SRA,16:45,,16:45,,894
202202038009663,03/02/2022,LST,16:54,,16:52,,894
202202038009672,03/02/2022,NRW,,16:00,,15:59,
202202038009672,03/02/2022,DIS,16:16,16:17,16:16,16:17,
202202038009672,03/02/2022,SMK,16:28,16:29,16:27,16:28,
202202038009672,03/02/2022,IPS,16:40,16:42,16:38,16:41,
202202038009672,03/02/2022,MNG,16:51,16:52,16:51,16:52,
202202038009672,03/02/2022,COL,17:02,17:04,16:58,17:03,
202202038009672,03/02/2022,CHM,17:21,17:21,17:19,17:20,
202202038009672,03/02/2022,SRA,17:45,,17:44,,
202202038009672,03/02/2022,LST,17:54,,17:52,,
202202038009682,03/02/2022,NRW,,17:03,,17:02,
202202038009682,03/02/2022,DIS,17:19,17:21,17:19,17:21,
202202038009682,03/02/2022,SMK,17:32,17:33,17:31,17:32,
202202038009682,03/02/2022,IPS,17:46,17:47,17:45,17:47,
202202038009682,03/02/2022,MNG,17:55,17:56,17:57,17:58,
202202038009682,03/02/2022,COL,18:05,18:06,18:05,18:05,
202202038009682,03/02/2022,CHM,18:23,18:23,18:23,18:24,
202202038009682,03/02/2022,SRA,18:47,,18:46,,
202202038009682,03/02/2022,LST,18:56,,18:54,,
202202038009693,03/02/2022,NRW,,18:00,,17:59,
202202038009693,03/02/2022,DIS,18:16,18:17,18:15,18:17,
202202038009693,03/02/2022,SMK,18:28,18:29,18:27,18:28,
202202038009693,03/02/2022,IPS,18:40,18:42,18:39,18:41,
202202038009693,03/02/2022,MNG,18:50,18:52,18:51,18:53,
202202038009693,03/02/2022,COL,19:01,19:03,19:00,19:01,
202202038009693,03/02/2022,CHM,19:20,19:21,19:17,19:20,
202202038009693,03/02/2022,SRA,19:45,,19:44,,
202202038009693,03/02/2022,LST,19:54,,19:53,,
202202038009703,03/02/2022,NRW,,19:00,,19:00,
202202038009703,03/02/2022,DIS,19:16,19:17,19:16,19:17,
202202038009703,03/02/2022,SMK,19:28,19:29,19:28,19:29,
202202038009703,03/02/2022,IPS,19:40,19:42,19:42,19:43,
202202038009703,03/02/2022,MNG,19:50,19:52,19:53,19:53,
202202038009703,03/02/2022,COL,20:00,20:01,20:01,20:01,
202202038009703,03/02/2022,CHM,20:20,20:20,20:18,20:20,
202202038009703,03/02/2022,SRA,20:45,,20:46,,
202202038009703,03/02/2022,LST,20:54,,20:54,,
202202038009711,03/02/2022,NRW,,20:00,,20:00,777
202202038009711,03/02/2022,DIS,20:16,20:17,20:16,20:17,777
202202038009711,03/02/2022,SMK,20:28,20:29,20:28,20:29,777
202202038009711,03/02/2022,IPS,20:40,20:45,20:39,20:44,777
202202038009711,03/02/2022,MNG,20:53,20:54,20:54,20:55,777
202202038009711,03/02/2022,COL,21:02,21:03,21:02,21:10,777
202202038009711,03/02/2022,CHM,21:20,21:21,21:25,21:26,777
202202038009711,03/02/2022,SRA,21:45,,21:45,,777
202202038009711,03/02/2022,LST,21:54,,21:53,,777
202202038009721,03/02/2022,NRW,,21:02,,21:02,
202202038009721,03/02/2022,DIS,21:18,21:19,21:17,21:19,
202202038009721,03/02/2022,SMK,21:30,21:31,21:29,21:30,
202202038009721,03/02/2022,IPS,21:42,21:44,21:40,21:43,
202202038009721,03/02/2022,MNG,21:53,21:53,21:53,21:54,
202202038009721,03/02/2022,COL,22:02,22:03,22:03,22:04,
202202038009721,03/02/2022,CHM,22:20,22:21,22:20,22:21,
202202038009721,03/02/2022,SRA,22:45,,22:45,,
202202038009721,03/02/2022,LST,22:54,,22:53,,
202202038009727,03/02/2022,NRW,,22:02,,22:01,
202202038009727,03/02/2022,DIS,22:18,22:19,22:17,22:19,
202202038009727,03/02/2022,SMK,22:30,22:31,22:29,22:30,
202202038009727,03/02/2022,IPS,22:42,22:43,22:40,22:42,
202202038009727,03/02/2022,MNG,22:52,22:53,22:52,22:53,
202202038009727,03/02/2022,COL,23:01,23:03,23:00,23:02,
202202038009727,03/02/2022,WTM,23:15,23:15,23:14,23:14,
202202038009727,03/02/2022,CHM,23:24,23:25,23:22,23:24,
202202038009727,03/02/2022,SNF,23:36,23:37,23:33,23:37,
202202038009727,03/02/2022,SRA,23:53,,23:53,,
202202038009727,03/02/2022,LST,00:03,,00:03,,
202202046756367,04/02/2022,NRW,,06:04,,06:04,
202202046756367,04/02/2022,DIS,06:20,06:21,06:20,06:21,
202202046756367,04/02/2022,SMK,06:32,06:33,06:32,06:32,
202202046756367,04/02/2022,IPS,06:44,06:45,06:42,06:45,
202202046756367,04/02/2022,MNG,06:54,06:55,06:55,06:56,
202202046756367,04/02/2022,COL,07:03,07:05,07:03,07:04,
202202046756367,04/02/2022,CHM,07:22,07:23,07:21,07:23,
202202046756367,04/02/2022,SRA,07:47,,07:47,,
202202046756367,04/02/2022,LST,07:58,,07:55,,
202202048009556,04/02/2022,NRW,,05:05,,05:05,
202202048009556,04/02/2022,DIS,05:21,05:22,05:21,05:22,
202202048009556,04/02/2022,SMK,05:33,05:34,05:32,05:33,
202202048009556,04/02/2022,IPS,05:45,05:46,05:43,05:45,
202202048009556,04/02/2022,MNG,05:55,05:56,05:55,05:56,
202202048009556,04/02/2022,COL,06:04,06:06,06:03,06:05,
202202048009556,04/02/2022,CHM,06:23,06:24,06:21,06:23,
202202048009556,04/02/2022,SRA,06:47,,06:46,,
202202048009556,04/02/2022,LST,06:58,,06:54,,
202202048009580,04/02/2022,NRW,,07:07,,07:07,
202202048009580,04/02/2022,DIS,07:23,07:24,07:23,07:24,
202202048009580,04/02/2022,SMK,07:35,07:36,07:35,07:35,
202202048009580,04/02/2022,IPS,07:47,07:50,07:45,07:49,
202202048009580,04/02/2022,MNG,07:58,08:00,07:59,08:00,
202202048009580,04/02/2022,COL,08:09,08:11,08:06,08:10,
202202048009580,04/02/2022,CHM,08:28,08:29,08:26,08:28,
202202048009580,04/02/2022,SRA,08:53,,08:50,,
202202048009580,04/02/2022,LST,09:04,,09:02,,
202202048009592,04/02/2022,NRW,,08:03,,08:03,
202202048009592,04/02/2022,DIS,08:20,08:20,08:19,08:20,
202202048009592,04/02/2022,SMK,08:31,08:32,08:31,08:31,
202202048009592,04/02/2022,IPS,08:43,08:44,08:41,08:43,
202202048009592,04/02/2022,MNG,08:52,08:53,08:53,08:54,
202202048009592,04/02/2022,COL,09:02,09:03,09:01,09:02,
202202048009592,04/02/2022,CHM,09:20,09:21,09:19,09:21,
202202048009592,04/02/2022,SRA,09:47,,09:44,,
202202048009592,04/02/2022,LST,09:58,,09:52,,
202202048009604,04/02/2022,NRW,,09:04,,09:04,
202202048009604,04/02/2022,DIS,09:20,09:21,09:20,09:21,
202202048009604,04/02/2022,SMK,09:32,09:32,09:32,09:32,
202202048009604,04/02/2022,IPS,09:43,09:45,09:42,09:44,
202202048009604,04/02/2022,MNG,09:53,09:54,09:54,09:55,
202202048009604,04/02/2022,COL,10:03,10:04,10:02,10:03,
202202048009604,04/02/2022,CHM,10:21,10:22,10:19,10:21,
202202048009604,04/02/2022,SRA,10:46,,10:46,,
202202048009604,04/02/2022,LST,10:55,,10:55,,
202202048009614,04/02/2022,NRW,,10:00,,10:00,
202202048009614,04/02/2022,DIS,10:16,10:17,10:16,10:17,
202202048009614,04/02/2022,SMK,10:28,10:29,10:28,10:28,
202202048009614,04/02/2022,IPS,10:40,10:41,10:39,10:40,
202202048009614,04/02/2022,MNG,10:50,10:51,10:50,10:52,
202202048009614,04/02/2022,COL,11:00,11:01,10:59,11:00,
202202048009614,04/02/2022,CHM,11:18,11:18,11:17,11:19,
202202048009614,04/02/2022,SRA,11:45,,11:45,,
202202048009614,04/02/2022,LST,11:54,,11:52,,
202202048009624,04/02/2022,NRW,,11:00,,11:00,
202202048009624,04/02/2022,DIS,11:17,11:17,11:16,11:17,
202202048009624,04/02/2022,SMK,11:28,11:29,11:29,11:29,
202202048009624,04/02/2022,IPS,11:41,11:42,11:41,11:42,
202202048009624,04/02/2022,MNG,11:50,11:51,11:52,11:53,
202202048009624,04/02/2022,COL,12:00,12:01,12:00,12:00,
202202048009624,04/02/2022,CHM,12:18,12:18,12:17,12:18,
202202048009624,04/02/2022,SRA,12:45,,12:45,,
202202048009624,04/02/2022,LST,12:54,,12:53,,
202202048009634,04/02/2022,NRW,,12:00,,12:00,
202202048009634,04/02/2022,DIS,12:16,12:17,12:15,12:17,
202202048009634,04/02/2022,SMK,12:28,12:29,12:27,12:28,
202202048009634,04/02/2022,IPS,12:41,12:42,12:42,12:43,
202202048009634,04/02/2022,MNG,12:50,12:51,12:53,12:54,
202202048009634,04/02/2022,COL,13:00,13:01,13:00,13:00,
202202048009634,04/02/2022,CHM,13:18,13:19,13:16,13:19,
202202048009634,04/02/2022,SRA,13:45,,13:45,,
202202048009634,04/02/2022,LST,13:54,,13:52,,
202202048009644,04/02/2022,NRW,,13:00,,13:00,579
202202048009644,04/02/2022,DIS,13:16,13:17,13:16,13:17,579
202202048009644,04/02/2022,SMK,13:28,13:29,13:27,13:28,579
202202048009644,04/02/2022,IPS,13:40,13:41,13:38,13:41,579
202202048009644,04/02/2022,MNG,13:49,13:50,13:51,13:52,579
202202048009644,04/02/2022,COL,14:00,14:01,13:58,14:00,579
202202048009644,04/02/2022,CHM,14:18,14:19,14:17,14:19,579
202202048009644,04/02/2022,SRA,14:45,,15:03,,579
202202048009644,04/02/2022,LST,14:54,,15:11,,579
202202048009654,04/02/2022,NRW,,14:01,,14:00,
202202048009654,04/02/2022,DIS,14:17,14:18,14:16,14:17,
202202048009654,04/02/2022,SMK,14:29,14:30,14:28,14:29,
202202048009654,04/02/2022,IPS,14:41,14:42,14:39,14:41,
202202048009654,04/02/2022,MNG,14:50,14:51,14:51,14:52,
202202048009654,04/02/2022,COL,15:01,15:02,14:59,15:00,
202202048009654,04/02/2022,CHM,15:19,15:19,15:16,15:18,
202202048009654,04/02/2022,SRA,15:45,,15:44,,
202202048009654,04/02/2022,LST,15:54,,15:52,,
202202048009663,04/02/2022,NRW,,15:00,,14:59,
202202048009663,04/02/2022,DIS,15:16,15:17,15:16,15:17,
202202048009663,04/02/2022,SMK,15:28,15:29,15:28,15:28,
202202048009663,04/02/2022,IPS,15:41,15:43,15:38,15:42,
202202048009663,04/02/2022,MNG,15:52,15:53,15:52,15:53,
202202048009663,04/02/2022,COL,16:02,16:03,16:00,16:02,
202202048009663,04/02/2022,CHM,16:20,16:21,16:18,16:22,
202202048009663,04/02/2022,SRA,16:45,,16:46,,
202202048009663,04/02/2022,LST,16:54,,16:53,,
202202048009672,04/02/2022,NRW,,16:00,,16:00,
202202048009672,04/02/2022,DIS,16:16,16:17,16:16,16:17,
202202048009672,04/02/2022,SMK,16:28,16:29,16:27,16:28,
202202048009672,04/02/2022,IPS,16:40,16:42,16:38,16:41,
202202048009672,04/02/2022,MNG,16:51,16:52,16:51,16:52,
202202048009672,04/02/2022,COL,17:02,17:04,16:59,17:03,
202202048009672,04/02/2022,CHM,17:21,17:21,17:19,17:20,
202202048009672,04/02/2022,SRA,17:45,,17:47,,
202202048009672,04/02/2022,LST,17:54,,17:55,,
202202048009682,04/02/2022,NRW,,17:03,,17:02,
202202048009682,04/02/2022,DIS,17:19,17:21,17:19,17:21,
202202048009682,04/02/2022,SMK,17:32,17:33,17:31,17:32,
202202048009682,04/02/2022,IPS,17:46,17:47,17:45,17:47,
202202048009682,04/02/2022,MNG,17:55,17:56,17:56,17:58,
202202048009682,04/02/2022,COL,18:05,18:06,18:04,18:05,
202202048009682,04/02/2022,CHM,18:23,18:23,18:21,18:23,
202202048009682,04/02/2022,SRA,18:47,,18:47,,
202202048009682,04/02/2022,LST,18:56,,18:55,,
202202048009693,04/02/2022,NRW,,18:00,,17:59,
202202048009693,04/02/2022,DIS,18:16,18:17,18:16,18:17,
202202048009693,04/02/2022,SMK,18:28,18:29,18:28,18:28,
202202048009693,04/02/2022,IPS,18:40,18:42,18:38,18:41,
202202048009693,04/02/2022,MNG,18:50,18:52,18:51,18:52,
202202048009693,04/02/2022,COL,19:01,19:03,18:59,19:02,
202202048009693,04/02/2022,CHM,19:20,19:21,19:18,19:20,
202202048009693,04/02/2022,SRA,19:45,,19:45,,
202202048009693,04/02/2022,LST,19:54,,19:53,,
202202048009703,04/02/2022,NRW,,19:00,,18:59,832
202202048009703,04/02/2022,DIS,19:16,19:17,19:15,19:17,832
202202048009703,04/02/2022,SMK,19:28,19:29,19:27,19:28,832
202202048009703,04/02/2022,IPS,19:40,19:42,19:42,19:42,832
202202048009703,04/02/2022,MNG,19:50,19:52,19:52,20:46,832
202202048009703,04/02/2022,COL,20:00,20:01,20:56,20:58,832
202202048009703,04/02/2022,CHM,20:20,20:20,21:14,21:13,832
202202048009703,04/02/2022,SRA,20:45,,21:32,,832
202202048009703,04/02/2022,LST,20:54,,21:37,,832
202202048009711,04/02/2022,NRW,,20:00,,20:00,832
202202048009711,04/02/2022,DIS,20:16,20:17,20:16,20:17,832
202202048009711,04/02/2022,SMK,20:28,20:29,20:28,20:29,832
202202048009711,04/02/2022,IPS,20:40,20:45,20:39,20:44,832
202202048009711,04/02/2022,MNG,20:53,20:54,20:54,20:55,
202202048009711,04/02/2022,COL,21:02,21:03,21:02,21:02,
202202048009711,04/02/2022,CHM,21:20,21:21,21:19,21:21,
202202048009711,04/02/2022,SRA,21:45,,21:45,,
202202048009711,04/02/2022,LST,21:54,,21:53,,
202202048009721,04/02/2022,NRW,,21:02,,21:02,
202202048009721,04/02/2022,DIS,21:18,21:19,21:17,21:19,
202202048009721,04/02/2022,SMK,21:30,21:31,21:29,21:30,
202202048009721,04/02/2022,IPS,21:42,21:44,21:40,21:43,
202202048009721,04/02/2022,MNG,21:53,21:53,21:53,21:54,
202202048009721,04/02/2022,COL,22:02,22:03,22:01,22:02,
202202048009721,04/02/2022,CHM,22:20,22:21,22:19,22:21,
202202048009721,04/02/2022,SRA,22:45,,22:47,,
202202048009721,04/02/2022,LST,22:54,,22:55,,
202202048009727,04/02/2022,NRW,,22:02,,22:01,
202202048009727,04/02/2022,DIS,22:18,22:19,22:17,22:19,
