rid,date_of_service,location,planned_arrival_time,planned_departure_time,actual_arrival_time,actual_departure_time,late_canc_reason,late_canc_reason
202405047619288,04/05/2024,CHM,12:18,12:19,12:17,12:19,,
202405047619288,04/05/2024,SRA,12:43,,12:43,,,
202405047619288,04/05/2024,LST,12:51,,12:51,,,
202405047619291,04/05/2024,NRW,,11:32,,11:32,,
202405047619291,04/05/2024,DIS,11:48,11:49,11:48,11:49,,
202405047619291,04/05/2024,IPS,12:09,12:10,12:08,12:10,,
202405047619291,04/05/2024,MNG,12:18,12:19,12:19,12:20,,
202405047619291,04/05/2024,COL,12:28,12:30,12:27,12:29,,
202405047619291,04/05/2024,LST,13:15,,13:15,,,
202405047619295,04/05/2024,NRW,,12:00,,11:59,,
202405047619295,04/05/2024,DIS,12:16,12:17,12:24,12:25,543,
202405047619295,04/05/2024,SMK,12:28,12:29,12:36,12:36,543,
202405047619295,04/05/2024,IPS,12:40,12:41,12:48,12:49,543,
202405047619295,04/05/2024,MNG,12:50,12:51,12:58,13:00,543,
202405047619295,04/05/2024,COL,12:59,13:01,13:07,13:07,543,
202405047619295,04/05/2024,CHM,13:18,13:19,13:25,13:27,543,
202405047619295,04/05/2024,SRA,13:43,,13:51,,543,
202405047619295,04/05/2024,LST,13:52,,14:00,,543,
202405047619298,04/05/2024,NRW,,12:32,,12:32,,
202405047619298,04/05/2024,DIS,12:49,12:49,12:58,12:59,543,
202405047619298,04/05/2024,IPS,13:09,13:10,13:24,13:25,543,
202405047619298,04/05/2024,MNG,13:19,13:20,13:33,13:35,543,
202405047619298,04/05/2024,COL,13:28,13:30,13:41,13:41,543,
202405047619298,04/05/2024,LST,14:15,,14:34,,832,
202405047619302,04/05/2024,NRW,,13:00,,12:59,,
202405047619302,04/05/2024,DIS,13:16,13:17,13:23,13:24,,
202405047619302,04/05/2024,SMK,13:28,13:29,13:35,13:35,,
202405047619302,04/05/2024,IPS,13:40,13:41,13:50,13:52,543,
202405047619302,04/05/2024,MNG,13:50,13:51,14:01,14:02,543,
202405047619302,04/05/2024,COL,13:59,14:01,14:09,14:09,543,
202405047619302,04/05/2024,CHM,14:18,14:19,14:29,14:29,543,
202405047619302,04/05/2024,SRA,14:43,,14:57,,543,
202405047619302,04/05/2024,LST,14:51,,15:07,,543,
202405047619306,04/05/2024,NRW,,13:32,,13:32,,
202405047619306,04/05/2024,DIS,13:48,13:49,13:54,13:45,,
202405047619306,04/05/2024,IPS,14:09,14:10,14:14,14:15,,
202405047619306,04/05/2024,MNG,14:18,14:19,14:24,14:25,,
202405047619306,04/05/2024,COL,14:28,14:30,14:31,14:31,,
202405047619306,04/05/2024,LST,15:15,,15:14,,,
202405047619310,04/05/2024,NRW,,14:00,,14:02,,
202405047619310,04/05/2024,DIS,14:16,14:17,14:27,14:29,,
202405047619310,04/05/2024,SMK,14:28,14:29,14:39,14:40,,
202405047619310,04/05/2024,IPS,14:40,14:41,14:50,14:52,,
202405047619310,04/05/2024,MNG,14:50,14:51,15:01,15:03,,
202405047619310,04/05/2024,COL,14:59,15:01,15:10,15:11,832,
202405047619310,04/05/2024,CHM,15:18,15:19,15:29,15:30,832,
202405047619310,04/05/2024,SRA,15:43,,15:56,,832,
202405047619310,04/05/2024,LST,15:52,,16:07,,832,
202405047619313,04/05/2024,NRW,,14:32,,14:32,,
202405047619313,04/05/2024,DIS,14:48,14:49,14:55,14:56,,
202405047619313,04/05/2024,IPS,15:09,15:10,15:16,15:17,832,
202405047619313,04/05/2024,MNG,15:18,15:19,15:26,15:27,832,
202405047619313,04/05/2024,COL,15:28,15:30,15:33,15:34,832,
202405047619313,04/05/2024,LST,16:15,,16:19,,832,
202405047619316,04/05/2024,NRW,,15:00,,14:59,,
202405047619316,04/05/2024,DIS,15:16,15:17,15:16,15:17,,
202405047619316,04/05/2024,SMK,15:28,15:29,15:27,15:28,,
202405047619316,04/05/2024,IPS,15:40,15:41,15:38,15:40,,
202405047619316,04/05/2024,MNG,15:50,15:51,15:49,15:51,,
202405047619316,04/05/2024,COL,15:59,16:01,15:57,16:00,,
202405047619316,04/05/2024,CHM,16:18,16:19,16:17,16:18,,
202405047619316,04/05/2024,SRA,16:43,,16:43,,,
202405047619316,04/05/2024,LST,16:51,,16:51,,,
202405047619319,04/05/2024,NRW,,15:32,,15:33,,
202405047619319,04/05/2024,DIS,15:48,15:49,15:49,15:50,,
202405047619319,04/05/2024,IPS,16:09,16:10,16:09,16:11,,
202405047619319,04/05/2024,MNG,16:18,16:19,16:20,16:21,,
202405047619319,04/05/2024,COL,16:28,16:30,16:28,16:29,,
202405047619319,04/05/2024,LST,17:15,,17:15,,,
202405047619322,04/05/2024,NRW,,16:00,,15:59,,
202405047619322,04/05/2024,DIS,16:16,16:17,16:16,16:17,,
202405047619322,04/05/2024,SMK,16:28,16:29,16:28,16:29,,
202405047619322,04/05/2024,IPS,16:40,16:41,16:40,16:42,,
202405047619322,04/05/2024,MNG,16:50,16:51,16:51,16:52,,
202405047619322,04/05/2024,COL,17:00,17:01,17:00,17:01,,
202405047619322,04/05/2024,CHM,17:18,17:19,17:18,17:20,,
202405047619322,04/05/2024,SRA,17:43,,17:44,,,
202405047619322,04/05/2024,LST,17:51,,17:52,,,
202405047619325,04/05/2024,NRW,,16:30,,16:30,,
202405047619325,04/05/2024,DIS,16:46,16:47,16:45,16:47,,
202405047619325,04/05/2024,IPS,17:07,17:09,17:05,17:08,,
202405047619325,04/05/2024,MNG,17:17,17:19,17:17,17:19,,
202405047619325,04/05/2024,COL,17:27,17:30,17:25,17:29,,
202405047619325,04/05/2024,LST,18:15,,18:16,,,
202405047619329,04/05/2024,NRW,,17:03,,17:03,,
202405047619329,04/05/2024,DIS,17:20,17:20,17:19,17:20,,
202405047619329,04/05/2024,SMK,17:31,17:32,17:31,17:31,,
202405047619329,04/05/2024,IPS,17:43,17:44,17:42,17:44,,
202405047619329,04/05/2024,MNG,17:53,17:54,17:53,17:55,,
202405047619329,04/05/2024,COL,18:02,18:03,18:01,18:02,,
202405047619329,04/05/2024,CHM,18:20,18:21,18:20,18:21,,
202405047619329,04/05/2024,SRA,18:45,,18:44,,,
202405047619329,04/05/2024,LST,18:53,,18:51,,,
202405047619332,04/05/2024,NRW,,17:30,,17:29,,
202405047619332,04/05/2024,DIS,17:46,17:47,17:45,17:47,,
202405047619332,04/05/2024,SMK,17:58,17:59,17:57,17:58,,
202405047619332,04/05/2024,IPS,18:10,18:11,18:09,18:11,,
202405047619332,04/05/2024,MNG,18:20,18:20,18:20,18:21,,
202405047619332,04/05/2024,COL,18:29,18:30,18:28,18:29,,
202405047619332,04/05/2024,LST,19:15,,19:14,,,
202405047619334,04/05/2024,NRW,,18:00,,18:00,,
202405047619334,04/05/2024,DIS,18:16,18:17,18:16,18:17,,
202405047619334,04/05/2024,SMK,18:28,18:29,18:28,18:28,,
202405047619334,04/05/2024,IPS,18:40,18:41,18:40,18:41,,
202405047619334,04/05/2024,MNG,18:50,18:51,18:50,18:51,,
202405047619334,04/05/2024,COL,18:59,19:01,18:59,19:00,,
202405047619334,04/05/2024,CHM,19:18,19:19,19:18,19:19,,
202405047619334,04/05/2024,SRA,19:43,,19:43,,,
202405047619334,04/05/2024,LST,19:51,,19:51,,,
202405047619337,04/05/2024,NRW,,18:32,,18:32,,
202405047619337,04/05/2024,DIS,18:48,18:49,18:47,18:49,,
202405047619337,04/05/2024,IPS,19:09,19:10,19:07,19:09,,
202405047619337,04/05/2024,MNG,19:18,19:19,19:18,19:19,,
202405047619337,04/05/2024,COL,19:28,19:30,19:25,19:29,,
202405047619337,04/05/2024,LST,20:15,,20:14,,,
202405047619341,04/05/2024,NRW,,19:00,,19:00,,
202405047619341,04/05/2024,DIS,19:16,19:17,19:16,19:17,,
202405047619341,04/05/2024,SMK,19:28,19:29,19:27,19:28,,
202405047619341,04/05/2024,IPS,19:40,19:41,19:39,19:40,,
202405047619341,04/05/2024,MNG,19:50,19:51,19:49,19:51,,
202405047619341,04/05/2024,COL,19:59,20:01,19:58,20:00,,
202405047619341,04/05/2024,CHM,20:18,20:19,20:17,20:18,,
202405047619341,04/05/2024,SRA,20:43,,20:44,,,
202405047619341,04/05/2024,LST,20:51,,20:52,,,
202405047619346,04/05/2024,NRW,,20:00,,20:00,,
202405047619346,04/05/2024,DIS,20:16,20:17,20:16,20:17,,
202405047619346,04/05/2024,SMK,20:28,20:29,20:27,20:28,,
202405047619346,04/05/2024,IPS,20:40,20:41,20:38,20:40,,
202405047619346,04/05/2024,MNG,20:50,20:51,20:49,20:51,,
202405047619346,04/05/2024,COL,20:59,21:01,20:57,20:59,,
202405047619346,04/05/2024,CHM,21:18,21:19,21:17,21:18,,
202405047619346,04/05/2024,SRA,21:43,,21:45,,,
202405047619346,04/05/2024,LST,21:51,,21:52,,,
202405047619350,04/05/2024,NRW,,21:00,,20:59,,
202405047619350,04/05/2024,DIS,21:16,21:17,21:16,21:17,,
202405047619350,04/05/2024,SMK,21:28,21:29,21:27,21:28,,
202405047619350,04/05/2024,IPS,21:40,21:41,21:40,21:41,,
202405047619350,04/05/2024,MNG,21:50,21:51,21:50,21:51,,
202405047619350,04/05/2024,COL,21:59,22:01,21:58,22:00,,
202405047619350,04/05/2024,CHM,22:18,22:19,22:18,22:19,,
202405047619350,04/05/2024,SRA,22:43,,22:41,,,
202405047619350,04/05/2024,LST,22:51,,22:50,,,
202405047619354,04/05/2024,NRW,,22:00,,21:59,,
202405047619354,04/05/2024,DIS,22:16,22:17,22:15,22:17,,
202405047619354,04/05/2024,SMK,22:28,22:29,22:27,22:28,,
202405047619354,04/05/2024,IPS,22:40,22:41,22:40,22:41,,
202405047619354,04/05/2024,MNG,22:50,22:51,22:50,22:51,,
202405047619354,04/05/2024,COL,22:59,23:01,22:58,23:00,,
202405047619354,04/05/2024,WTM,23:12,23:14,23:10,23:13,,
202405047619354,04/05/2024,CHM,23:23,23:24,23:22,23:23,,
202405047619354,04/05/2024,SNF,23:34,23:34,23:32,23:34,,
202405047619354,04/05/2024,SRA,23:49,,23:47,,,
202405047619354,04/05/2024,LST,23:58,,23:55,,,
202405057619259,05/05/2024,NRW,,06:57,,06:56,,
202405057619259,05/05/2024,DIS,07:13,07:14,07:18,07:19,832,
202405057619259,05/05/2024,SMK,07:25,07:25,07:29,07:29,832,
202405057619259,05/05/2024,IPS,07:36,07:37,07:40,07:41,832,
202405057619259,05/05/2024,MNG,07:46,07:46,07:50,07:51,832,
202405057619259,05/05/2024,COL,07:55,07:56,07:57,08:00,832,
202405057619259,05/05/2024,LST,09:00,,08:49,,832,
202405057619268,05/05/2024,NRW,,08:00,,08:00,,
202405057619268,05/05/2024,DIS,08:16,08:17,08:19,08:20,,
202405057619268,05/05/2024,SMK,08:28,08:29,08:30,08:30,,
202405057619268,05/05/2024,IPS,08:40,08:41,08:40,08:41,,
202405057619268,05/05/2024,MNG,08:50,08:51,08:49,08:51,,
202405057619268,05/05/2024,COL,08:59,09:00,08:57,08:59,,
202405057619268,05/05/2024,SRA,09:39,,09:36,,,
202405057619268,05/05/2024,LST,09:47,,09:43,,,
202405057619271,05/05/2024,NRW,,08:25,,08:24,,
202405057619271,05/05/2024,DIS,08:41,08:42,08:43,08:44,,
202405057619271,05/05/2024,SMK,08:53,08:54,08:55,08:55,,
202405057619271,05/05/2024,IPS,09:05,09:06,09:05,09:06,,
202405057619271,05/05/2024,COL,09:21,09:22,09:20,09:21,,
202405057619271,05/05/2024,LST,10:07,,10:06,,,
202405057619275,05/05/2024,NRW,,09:00,,09:00,,
202405057619275,05/05/2024,DIS,09:16,09:17,09:20,09:21,,
202405057619275,05/05/2024,SMK,09:28,09:29,09:32,09:33,,
202405057619275,05/05/2024,IPS,09:40,09:41,09:44,09:46,,
202405057619275,05/05/2024,MNG,09:50,09:51,09:56,09:57,,
202405057619275,05/05/2024,COL,09:59,10:00,10:04,10:04,,
202405057619275,05/05/2024,SRA,10:39,,10:48,,,
202405057619275,05/05/2024,LST,10:47,,10:57,,,
202405057619282,05/05/2024,NRW,,10:00,,10:00,,
202405057619282,05/05/2024,DIS,10:16,10:17,10:17,10:19,,
202405057619282,05/05/2024,SMK,10:28,10:29,10:29,10:31,,
202405057619282,05/05/2024,IPS,10:40,10:41,10:41,10:43,,
202405057619282,05/05/2024,MNG,10:50,10:51,10:52,10:53,,
202405057619282,05/05/2024,COL,10:59,11:00,11:00,11:01,,
202405057619282,05/05/2024,SRA,11:39,,11:41,,,
202405057619282,05/05/2024,LST,11:47,,11:49,,,
202405057619289,05/05/2024,NRW,,11:00,,11:00,,
202405057619289,05/05/2024,DIS,11:16,11:17,11:16,11:18,,
202405057619289,05/05/2024,SMK,11:28,11:29,11:28,11:29,,
202405057619289,05/05/2024,IPS,11:40,11:41,11:40,11:45,,
202405057619289,05/05/2024,MNG,11:50,11:51,11:54,11:55,,
202405057619289,05/05/2024,COL,11:59,12:00,12:02,12:02,,
202405057619289,05/05/2024,SRA,12:39,,12:48,,,
202405057619289,05/05/2024,LST,12:47,,12:56,,,
202405057619296,05/05/2024,NRW,,12:00,,12:00,,
202405057619296,05/05/2024,DIS,12:16,12:17,12:16,12:17,,
202405057619296,05/05/2024,SMK,12:28,12:29,12:28,12:28,,
202405057619296,05/05/2024,IPS,12:40,12:41,12:40,12:41,,
202405057619296,05/05/2024,MNG,12:50,12:51,12:51,12:52,,
202405057619296,05/05/2024,COL,12:59,13:00,12:59,13:00,,
202405057619296,05/05/2024,SRA,13:39,,13:38,,,
202405057619296,05/05/2024,LST,13:47,,13:47,,,
202405057619303,05/05/2024,NRW,,13:00,,13:00,,
202405057619303,05/05/2024,DIS,13:16,13:17,13:15,13:17,,
202405057619303,05/05/2024,SMK,13:28,13:29,13:27,13:28,,
202405057619303,05/05/2024,IPS,13:40,13:41,13:38,13:40,,
202405057619303,05/05/2024,MNG,13:50,13:51,13:50,13:51,,
202405057619303,05/05/2024,COL,13:59,14:00,13:58,13:59,,
202405057619303,05/05/2024,SRA,14:39,,14:36,,,
202405057619303,05/05/2024,LST,14:47,,14:45,,,
202405057619311,05/05/2024,NRW,,14:00,,14:00,,
202405057619311,05/05/2024,DIS,14:16,14:17,14:15,14:17,,
202405057619311,05/05/2024,SMK,14:28,14:29,14:28,14:28,,
202405057619311,05/05/2024,IPS,14:40,14:41,14:39,14:41,,
202405057619311,05/05/2024,MNG,14:50,14:51,14:49,14:51,,
202405057619311,05/05/2024,COL,14:59,15:00,14:57,14:59,,
202405057619311,05/05/2024,SRA,15:39,,15:36,,,
202405057619311,05/05/2024,LST,15:47,,15:45,,,
202405057619317,05/05/2024,NRW,,15:00,,14:59,,
202405057619317,05/05/2024,DIS,15:16,15:17,15:15,15:17,,
202405057619317,05/05/2024,SMK,15:28,15:29,15:27,15:28,,
202405057619317,05/05/2024,IPS,15:40,15:41,15:38,15:40,,
202405057619317,05/05/2024,MNG,15:50,15:51,15:49,15:51,,
202405057619317,05/05/2024,COL,15:59,16:00,15:57,16:00,,
202405057619317,05/05/2024,SRA,16:39,,16:38,,,
202405057619317,05/05/2024,LST,16:47,,16:46,,,
202405057619320,05/05/2024,NRW,,15:23,,15:22,,
202405057619320,05/05/2024,DIS,15:39,15:40,15:40,15:41,,
202405057619320,05/05/2024,SMK,15:51,15:52,16:00,15:59,,
202405057619320,05/05/2024,IPS,16:04,16:05,16:10,16:11,579,
202405057619320,05/05/2024,COL,16:20,16:21,16:25,16:25,579,
202405057619320,05/05/2024,SRA,17:00,,17:02,,579,
202405057619320,05/05/2024,LST,17:09,,17:10,,579,
202405057619323,05/05/2024,NRW,,16:00,,15:59,,
202405057619323,05/05/2024,DIS,16:16,16:17,16:16,16:17,,
202405057619323,05/05/2024,SMK,16:28,16:29,16:28,16:28,,
202405057619323,05/05/2024,IPS,16:40,16:41,16:39,16:41,,
202405057619323,05/05/2024,MNG,16:50,16:51,16:50,16:51,,
202405057619323,05/05/2024,COL,16:59,17:00,16:59,17:00,,
202405057619323,05/05/2024,SRA,17:39,,17:38,,,
202405057619323,05/05/2024,LST,17:47,,17:47,,,
202405057619326,05/05/2024,NRW,,16:23,,16:24,,
202405057619326,05/05/2024,DIS,16:39,16:40,16:40,16:42,,
202405057619326,05/05/2024,SMK,16:51,16:52,16:52,16:52,,
202405057619326,05/05/2024,IPS,17:03,17:05,17:03,17:05,,
202405057619326,05/05/2024,COL,17:20,17:21,17:19,17:20,,
202405057619326,05/05/2024,SRA,18:00,,18:00,,,
202405057619326,05/05/2024,LST,18:09,,18:08,,,
202405057619330,05/05/2024,NRW,,17:00,,17:00,,
202405057619330,05/05/2024,DIS,17:16,17:17,17:16,17:17,,
202405057619330,05/05/2024,SMK,17:28,17:29,17:28,17:28,,
202405057619330,05/05/2024,IPS,17:40,17:41,17:39,17:41,,
202405057619330,05/05/2024,MNG,17:50,17:51,17:50,17:51,,
202405057619330,05/05/2024,COL,17:59,18:00,17:58,18:00,,
202405057619330,05/05/2024,SRA,18:39,,18:39,,,
202405057619330,05/05/2024,LST,18:47,,18:47,,,
202405057619335,05/05/2024,NRW,,18:00,,17:59,,
202405057619335,05/05/2024,DIS,18:16,18:17,18:15,18:17,,
202405057619335,05/05/2024,SMK,18:28,18:29,18:27,18:28,,
202405057619335,05/05/2024,IPS,18:40,18:41,18:39,18:41,,
202405057619335,05/05/2024,MNG,18:50,18:51,18:49,18:51,,
202405057619335,05/05/2024,COL,18:59,19:00,18:58,18:59,,
202405057619335,05/05/2024,SRA,19:39,,19:37,,,
202405057619335,05/05/2024,LST,19:47,,19:45,,,
202405057619342,05/05/2024,NRW,,19:00,,19:01,,
202405057619342,05/05/2024,DIS,19:16,19:17,19:17,19:18,,
202405057619342,05/05/2024,SMK,19:28,19:29,19:28,19:29,,
202405057619342,05/05/2024,IPS,19:40,19:41,19:39,19:40,,
202405057619342,05/05/2024,MNG,19:50,19:51,19:49,19:51,,
202405057619342,05/05/2024,COL,19:59,20:00,19:58,20:00,,
202405057619342,05/05/2024,SRA,20:39,,20:37,,,
202405057619342,05/05/2024,LST,20:47,,20:46,,,
202405057619347,05/05/2024,NRW,,20:00,,19:59,,
202405057619347,05/05/2024,DIS,20:16,20:17,20:15,20:17,,
202405057619347,05/05/2024,SMK,20:28,20:29,20:27,20:28,,
202405057619347,05/05/2024,IPS,20:40,20:41,20:38,20:40,,
202405057619347,05/05/2024,MNG,20:50,20:51,20:49,20:51,,
202405057619347,05/05/2024,COL,20:59,21:00,20:57,21:00,,
202405057619347,05/05/2024,SRA,21:39,,21:38,,,
202405057619347,05/05/2024,LST,21:47,,21:47,,,
202405057619351,05/05/2024,NRW,,21:00,,21:00,,
202405057619351,05/05/2024,DIS,21:16,21:17,21:16,21:17,,
202405057619351,05/05/2024,SMK,21:28,21:29,21:28,21:29,,
202405057619351,05/05/2024,IPS,21:40,21:41,21:39,21:41,,
202405057619351,05/05/2024,MNG,21:50,21:51,21:50,21:51,,
202405057619351,05/05/2024,COL,21:59,22:00,22:00,22:00,,
202405057619351,05/05/2024,SRA,22:39,,22:39,,,
202405057619351,05/05/2024,LST,22:47,,22:51,,,
202405057619355,05/05/2024,NRW,,22:05,,22:05,,
202405057619355,05/05/2024,DIS,22:21,22:22,22:21,22:22,,
202405057619355,05/05/2024,SMK,22:33,22:34,22:33,22:33,,
202405057619355,05/05/2024,IPS,22:45,22:46,22:44,22:45,,
202405057619355,05/05/2024,MNG,22:54,22:55,22:54,22:55,,
202405057619355,05/05/2024,COL,23:03,23:04,23:03,23:03,,
202405057619355,05/05/2024,WTM,23:15,23:15,23:14,23:14,,
202405057619355,05/05/2024,CHM,23:24,23:25,23:24,23:25,,
202405057619355,05/05/2024,SNF,23:35,23:35,23:34,23:35,,
202405057619355,05/05/2024,SRA,23:50,,23:51,,,
202405057619355,05/05/2024,LST,23:59,,00:01,,,
202405067002741,06/05/2024,NRW,,21:02,,21:02,,
202405067002741,06/05/2024,DIS,21:18,21:19,21:17,21:19,,
202405067002741,06/05/2024,SMK,21:30,21:31,21:29,21:30,,
202405067002741,06/05/2024,IPS,21:42,21:44,21:40,21:44,,
202405067002741,06/05/2024,MNG,21:53,21:53,21:52,21:53,,
202405067002741,06/05/2024,COL,22:02,22:03,22:00,22:02,,
202405067002741,06/05/2024,CHM,22:20,22:21,22:19,22:20,,
202405067002741,06/05/2024,SRA,22:45,,22:42,,,
202405067002741,06/05/2024,LST,22:53,,22:51,,,
202405067002744,06/05/2024,NRW,,20:00,,20:00,,
202405067002744,06/05/2024,DIS,20:16,20:17,20:16,20:18,,
202405067002744,06/05/2024,SMK,20:28,20:29,20:28,20:29,,
202405067002744,06/05/2024,IPS,20:41,20:45,20:40,20:45,,
202405067002744,06/05/2024,MNG,20:53,20:54,20:54,20:57,,
202405067002744,06/05/2024,COL,21:02,21:03,21:05,21:05,,
202405067002744,06/05/2024,CHM,21:20,21:21,21:22,21:24,,
202405067002744,06/05/2024,SRA,21:45,,21:45,,,
202405067002744,06/05/2024,LST,21:53,,21:53,,,
202405067002746,06/05/2024,NRW,,19:00,,19:00,,
202405067002746,06/05/2024,DIS,19:16,19:17,19:16,19:17,,
202405067002746,06/05/2024,SMK,19:28,19:29,19:27,19:28,,
202405067002746,06/05/2024,IPS,19:40,19:42,19:39,19:41,,
202405067002746,06/05/2024,MNG,19:51,19:53,19:50,19:53,,
202405067002746,06/05/2024,COL,20:01,20:03,20:00,20:02,,
202405067002746,06/05/2024,CHM,20:20,20:21,20:19,20:21,,
202405067002746,06/05/2024,SRA,20:45,,20:43,,,
202405067002746,06/05/2024,LST,20:53,,20:52,,,
202405067002748,06/05/2024,NRW,,18:32,,18:32,,
202405067002748,06/05/2024,DIS,18:48,18:49,18:47,18:49,,
202405067002748,06/05/2024,IPS,19:09,19:10,19:07,19:09,,
202405067002748,06/05/2024,MNG,19:19,19:20,19:18,19:20,,
202405067002748,06/05/2024,COL,19:28,19:30,19:27,19:29,,
202405067002748,06/05/2024,LST,20:15,,20:14,,,
202405067002750,06/05/2024,NRW,,18:00,,17:59,,
202405067002750,06/05/2024,DIS,18:16,18:17,18:15,18:16,,
202405067002750,06/05/2024,SMK,18:28,18:29,18:27,18:28,,
202405067002750,06/05/2024,IPS,18:40,18:42,18:38,18:41,,
202405067002750,06/05/2024,MNG,18:50,18:53,18:50,18:52,,
202405067002750,06/05/2024,COL,19:01,19:03,18:59,19:02,,
202405067002750,06/05/2024,CHM,19:20,19:21,19:19,19:20,,
202405067002750,06/05/2024,SRA,19:44,,19:44,,,
202405067002750,06/05/2024,LST,19:53,,19:52,,,
202405067002752,06/05/2024,NRW,,17:30,,17:30,,
202405067002752,06/05/2024,DIS,17:46,17:47,17:46,17:47,,
202405067002752,06/05/2024,SMK,17:58,17:59,17:57,17:58,,
202405067002752,06/05/2024,IPS,18:10,18:11,18:08,18:10,,
202405067002752,06/05/2024,MNG,18:20,18:20,18:19,18:20,,
202405067002752,06/05/2024,COL,18:29,18:30,18:26,18:29,,
202405067002752,06/05/2024,LST,19:15,,19:14,,,
202405067002754,06/05/2024,NRW,,17:03,,17:02,,
202405067002754,06/05/2024,DIS,17:19,17:20,17:19,17:20,,
202405067002754,06/05/2024,SMK,17:31,17:33,17:31,17:32,,
202405067002754,06/05/2024,IPS,17:45,17:47,17:43,17:47,,
202405067002754,06/05/2024,MNG,17:55,17:56,17:56,17:57,,
202405067002754,06/05/2024,COL,18:05,18:06,18:04,18:05,,
202405067002754,06/05/2024,CHM,18:23,18:24,18:22,18:24,,
202405067002754,06/05/2024,SRA,18:47,,18:46,,,
202405067002754,06/05/2024,LST,18:56,,18:54,,,
202405067002757,06/05/2024,NRW,,16:00,,16:00,,
202405067002757,06/05/2024,DIS,16:16,16:17,16:16,16:17,,
202405067002757,06/05/2024,SMK,16:28,16:29,16:28,16:29,,
202405067002757,06/05/2024,IPS,16:40,16:42,16:40,16:42,,
202405067002757,06/05/2024,MNG,16:51,16:52,16:51,16:52,,
202405067002757,06/05/2024,COL,17:01,17:03,17:00,17:02,,
202405067002757,06/05/2024,CHM,17:20,17:21,17:19,17:21,,
202405067002757,06/05/2024,SRA,17:45,,17:43,,,
202405067002757,06/05/2024,LST,17:53,,17:52,,,
202405067002759,06/05/2024,NRW,,15:30,,15:30,,
202405067002759,06/05/2024,DIS,15:47,15:48,15:46,15:48,,
202405067002759,06/05/2024,IPS,16:09,16:10,16:07,16:09,,
202405067002759,06/05/2024,MNG,16:18,16:19,16:18,16:19,,
202405067002759,06/05/2024,COL,16:28,16:30,16:26,16:29,,
202405067002759,06/05/2024,LST,17:15,,17:14,,,
202405067002760,06/05/2024,NRW,,15:00,,15:00,,
202405067002760,06/05/2024,DIS,15:16,15:17,15:16,15:18,,
202405067002760,06/05/2024,SMK,15:28,15:29,15:28,15:29,,
202405067002760,06/05/2024,IPS,15:41,15:43,15:40,15:42,,
202405067002760,06/05/2024,MNG,15:52,15:53,15:51,15:54,,
202405067002760,06/05/2024,COL,16:01,16:03,16:01,16:02,,
202405067002760,06/05/2024,CHM,16:20,16:21,16:19,16:21,,
202405067002760,06/05/2024,SRA,16:45,,16:44,,,
202405067002760,06/05/2024,LST,16:53,,16:53,,,
202405067002762,06/05/2024,NRW,,14:30,,14:29,,
202405067002762,06/05/2024,DIS,14:46,14:47,14:45,14:47,,
202405067002762,06/05/2024,IPS,15:07,15:09,15:06,15:08,,
202405067002762,06/05/2024,MNG,15:17,15:19,15:17,15:19,,
202405067002762,06/05/2024,COL,15:29,15:30,15:26,15:29,,
202405067002762,06/05/2024,LST,16:15,,16:15,,,
202405067002764,06/05/2024,NRW,,14:01,,14:01,,
202405067002764,06/05/2024,DIS,14:17,14:18,14:16,14:18,,
202405067002764,06/05/2024,SMK,14:29,14:30,14:28,14:29,,
202405067002764,06/05/2024,IPS,14:41,14:42,14:39,14:41,,
202405067002764,06/05/2024,MNG,14:50,14:51,14:51,14:52,,
202405067002764,06/05/2024,COL,15:00,15:01,14:59,15:00,,
202405067002764,06/05/2024,CHM,15:18,15:19,15:18,15:19,,
202405067002764,06/05/2024,SRA,15:43,,15:42,,,
202405067002764,06/05/2024,LST,15:52,,15:52,,,
202405067002768,06/05/2024,NRW,,13:00,,12:59,,
202405067002768,06/05/2024,DIS,13:16,13:17,13:16,13:17,,
202405067002768,06/05/2024,SMK,13:28,13:29,13:27,13:28,,
202405067002768,06/05/2024,IPS,13:40,13:41,13:39,13:41,,
202405067002768,06/05/2024,MNG,13:49,13:50,13:49,13:50,,
202405067002768,06/05/2024,COL,13:59,14:01,13:57,14:00,,
202405067002768,06/05/2024,CHM,14:18,14:19,14:17,14:18,,
202405067002768,06/05/2024,SRA,14:44,,14:43,,,
202405067002768,06/05/2024,LST,14:52,,14:52,,,
202405067002770,06/05/2024,NRW,,12:32,,12:32,,
202405067002770,06/05/2024,DIS,12:48,12:49,12:48,12:49,,
202405067002770,06/05/2024,IPS,13:09,13:10,13:07,13:09,,
202405067002770,06/05/2024,MNG,13:18,13:19,13:18,13:19,,
202405067002770,06/05/2024,COL,13:28,13:30,13:26,13:29,,
202405067002770,06/05/2024,LST,14:15,,14:16,,,
202405067002772,06/05/2024,NRW,,12:00,,11:59,,
202405067002772,06/05/2024,DIS,12:16,12:17,12:16,12:17,,
202405067002772,06/05/2024,SMK,12:28,12:29,12:28,12:29,,
202405067002772,06/05/2024,IPS,12:41,12:42,12:39,12:41,,
202405067002772,06/05/2024,MNG,12:50,12:51,12:50,12:52,,
202405067002772,06/05/2024,COL,13:00,13:01,12:59,13:00,,
202405067002772,06/05/2024,CHM,13:18,13:19,13:17,13:19,,
202405067002772,06/05/2024,SRA,13:43,,13:43,,,
202405067002772,06/05/2024,LST,13:52,,13:52,,,
202405067002776,06/05/2024,NRW,,11:00,,10:59,,
